epoch,train_loss,val_loss,val_top1,val_top5
0,1.8786167125796798,1.7681628722770542,40.70669937133789,87.88806915283203
1,1.0958005495332366,1.8211292916653203,43.72957229614258,87.39787292480469
2,0.4523021551358759,2.011112802168902,43.035133361816406,86.07026672363281
3,0.1298602354615482,2.170817594902188,43.30065155029297,83.49673461914062
4,0.045382858499588064,2.217963181289972,44.58741760253906,82.82271575927734
5,0.02303099653808706,2.290343530037824,43.83169937133789,82.6388931274414
6,0.012858858062139718,2.3244904840693756,44.42401885986328,83.12908935546875
7,0.00854834080650587,2.368073713545706,43.99509811401367,82.5776138305664
8,0.005866120772121187,2.3596474843866684,44.281044006347656,82.20996856689453
9,0.004837029416633038,2.4182521525551293,44.38317108154297,83.12908935546875
10,0.0036744905985539675,2.416242721034031,44.709964752197266,83.19036102294922
11,0.0025226481418723044,2.4712534839031743,45.261436462402344,83.25164031982422
12,0.0022729794991165585,2.4815653983284447,44.117645263671875,82.6388931274414
13,0.001789459518205597,2.5182088286268947,44.52614212036133,82.76144409179688
14,0.0014682850610483345,2.53257917656618,44.15849685668945,83.31291198730469
15,0.0013540330508304528,2.558109671461816,44.321895599365234,83.25164031982422
16,0.0011772784430230158,2.622224344926722,44.97549057006836,83.06781005859375
17,0.001000738758315791,2.622273145937452,44.056373596191406,82.82271575927734
18,0.0009179404914721995,2.654553336255691,44.30147171020508,82.90441131591797
19,0.0008257051112607529,2.6795471743041395,43.607025146484375,83.29248046875
20,0.0009045380474484076,2.665618101755778,43.52532958984375,82.67973327636719
21,0.9728731852497116,2.343892298492731,40.053104400634766,84.31372833251953
22,0.1893509733699151,2.5821921918906416,41.89133834838867,83.9256591796875
23,0.03068648141331563,2.5568051548565136,43.83169937133789,84.53839874267578
24,0.009964417577002994,2.5987635617162668,44.281044006347656,85.02859497070312
25,0.005748839745418497,2.6444022865856396,44.58741760253906,84.375
26,0.0032802591325057236,2.6216831441019095,44.34231948852539,84.2320327758789
27,0.002477593381717727,2.6763901289771583,44.42401885986328,83.63970947265625
28,0.0020316568273061712,2.6928905038272632,44.321895599365234,83.37418365478516
